"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"cruise01","8 May 2020","(5 out of 5 stars).Great second movie in the trilogy. Darker. The opening battle on a snowy planet was awesome. The lightsaber battle with Vader and Luke was great. Plus a twist. The script and direction is great. The cast is great.","
            10/10
            "
"freewillyfan","30 November 2019","This is in my opinion the best Star Wars movie yet. It improves upon the first movie and has the one of the best plot twist of all time. Luke's Story in this is great and Yoda is a lot of fun. Darth Vader is an even better villain in this film. This film is fun and exciting from beginning to end. It never gets slow and is fast passed. This is an amazing film.9.5/10","
            10/10
            "
"hall895","27 May 2005","One of the rare sequels which manages to surpass the original, The Empire Strikes Back is an all-time classic. A much more personal tale, this film is really all about the journey of young Luke Skywalker. A New Hope followed Skywalker as he became involved in the rebellion against the Galactic Empire. Here the rebellion is put on the back burner. This is less the story of a grand rebellion and more the story of one young man's growth as he continues to fulfill his destiny.We pick up with the rebels in hiding on a secret base on the remote ice world of Hoth. All the familiar figures from last time around are here, including Han Solo, Princess Leia, Chewbacca and the droids R2-D2 and C-3PO. And Luke Skywalker is here as well and it is Skywalker whom Darth Vader seems most interested in finding. Last time out Vader and the Empire were simply interested in wiping out the mostly anonymous rebels. Now, Vader has taken a personal interest in young Skywalker. The movie kicks into high gear as the Empire locates the rebel base and a great battle ensues. The rebels are forced to flee their base and here our heroes go off in different directions.Guided by the spirit of former mentor Obi-Wan Kenobi (Alec Guinness in what is basically a cameo role) Luke Skywalker heads for the distant swampy planet of Dagobah where he is to be trained by the old Jedi master Yoda. Soon to be one of the most beloved characters in the series, Yoda is a 900-year old, two feet tall, green alien creature. The performances of puppeteer Frank Oz as Yoda and Mark Hamill as Skywalker are crucial here. Were the performances lacking audiences might have found it hard to believe these scenes where the young Jedi trainee converses and interacts with the rather odd little creature. But Hamill and Oz pull it off well. On Dagobah Luke (and the audience) learn much about the Force and the ways of the Jedi. In the original film the only Jedi we saw, Obi-Wan Kenobi was a rather mysterious figure. Now some light is shed on exactly who the Jedi are and what is required to become one.While Luke trains on Dagobah, Han Solo and Princess Leia are sidetracked on their journey to meet up with the rest of the rebels. Harrison Ford is terrific again playing Solo as he has the ultra-confident wiseguy role down pat. Carrie Fisher is again strong in the role of Leia, who drops some of the pretense of the last film and begins to give in to her rather obvious feelings for the swashbuckling Solo. Eventually Han and Leia make their way to Cloud City where we are introduced to another new character in the saga, Han's old friend Lando Calrissian. Han and Leia don't quite trust Lando and it soon becomes apparent that things in Cloud City are not quite what they seem. Sensing his friends are in danger Luke Skywalker leaves Dagobah to attempt to rescue them.Skywalker arrives in Cloud City to meet his destiny. Han, Leia and the rest of the characters fade into the background as the climax, much as the entire film, will be all about Luke Skywalker. Where the original Star Wars ended with an epic space battle, here everything leads up to a thrilling one-on-one showdown capped by one of the most jaw-dropping revelations ever seen in film.Some will say the ending of The Empire Strikes Back leaves the audience hanging. It is true there is not a clearly defined traditional ending as in the original film. But the ending here is powerful in its own way. It leaves you in great suspense, eagerly awaiting the inevitable conclusion to the saga. The film is not truly self-contained, it requires the knowledge of what has come before and the expectation of what will come after. It is by not going for the easy Hollywood ending that The Empire Strikes Back truly triumphs.Taken on its own merits The Empire Strikes Back can be said to even surpass the original Star Wars. The acting performances are again first-rate. Yoda is a fascinating and thoroughly enjoyable new character. In playing Lando Calrissian, Billy Dee Williams gives us someone well worth rooting for. Or against, we're not quite sure. The John Williams score, including the famed spine-chilling Imperial March, is magnificent. The visuals are dazzling, as would be expected. And most importantly we have a truly great story. The Empire Strikes Back, much more so than A New Hope, is Luke Skywalker's movie. It is fascinating to watch his journey as he moves towards fulfilling his ultimate destiny.","
            10/10
            "
"andrewchristianjr","15 June 2022","This is the best example of how to make a perfect sequel of a movie. A sequel that clearly differentiates itself from the original whilst building on the characters and the story in thrilling and surprising ways without a fault. An iconic masterpiece of pure escapism filled with thrills and fun.","
            10/10
            "
"rabeaaron","1 June 2022","Plot: 10/10
Acting: 9/10
Cinematography: 7/7
Score: 5/5
Enjoyable: 1/1
= 97/100Favorite Character = Luke SkywalkerFavorite Scene = The RevealFavorite Quote = ""He's no good to me dead."" - Boba Fett.","
            9/10
            "
"Michael_Elliott","19 December 2015","The Empire Strikes Back (1980) **** (out of 4)The second film of the original trilogy has the Empire forcing their vengeance as Luke Skywalker (Mark Hamill) begins his Jedi training with Yoda while Hans Solo (Harrison Ford), Princess Leia (Carrie Fisher), Chewbacca and the gang try to get to Darth Vadar.George Lucas directed the original STAR WARS in 1977, which was a tremendous hit with both fans and critics. He basically took a ""B"" movie idea, something you'd see at a Saturday matinée and made it into a high-quality picture. This sequel had Lucas turning the directing duties over to Irvin Kershner and the end result certainly raises it to an ""A"" movie and one that many fans believe is the greatest of the series. I'm not going to lie, I somewhat enjoy the original a tad bit more but that's not to say this is a bad movie. Far from that.What's rather amazing is the fact that the producers, director and screenwriters simply could have given us the same film again but instead they decided to make it much bigger, more darker and I'd argue they really wanted to blow the original out of the water. The film once again benefits from some terrific special effects, a rousing score from John Williams and there's no question that visually the film is a lot more impressive than the original.You've also got the cast back together with both Hamill and Fisher once again delivering the goods but also Billy Dee Williams and Alec Guinness in a bit part. Once again it's Harrison Ford who easily steals the film with his comic timing and just that hero persona that shines through. Plus, it's just magic seeing him and Chewbacca work together.THE EMPIRE STRIKES BACK is considered one of the greatest science fiction movies ever made and it's hard to argue with that.","
            10/10
            "
"classicsoncall","8 June 2007","The summary line is one of my favorite movie quotes of all time because it embodies a philosophy and a discipline. Whenever I hear someone say 'I'll try', I already know it's a cop out with no intention of getting involved with the task in question. Had George Lucas 'tried' to make the movie, it would never have gotten done. I guess that's why Yoda is my favorite Star Wars character. Yeah OK, he's a puppet, but the character of Yoda is like the Spock of the SW universe, a stabilizing force (Force?) who helps Luke remain grounded and in control of his emotions.I recall some disappointment the first time I saw this film during it's original theatrical release relative to the Han Solo cliffhanger, somehow I felt it took away from the structure I was looking for in the chapter following the original ""Star Wars"". Viewing it today I don't feel the same way. It dealt a momentary reprieve to the Han/Leia romance and allowed for analysis of the Darth/Luke relationship. Vader's attempt to shield his son from the Emperor by promising a turn to the Dark Side was ingeniously turned on it's head with Vader suggesting young Skywalker use his power to defeat the Emperor. The scene was cleverly done and Luke's response hinted at things to come in ""Return Of The Jedi"".My most recent viewing of this episode was only the third time since the original theatrical release, and I find that it hasn't lost any of it's impact, maintaining a vitality and excitement that time hasn't diminished. Watching the remastered DVD version, particularly with the sub titles, offers an entirely new perspective when you can pause and rewind to understand better what certain characters said. Perhaps that's why I found it a lot easier to keep track of the fine points of the story, place names like Hoth, Yavin and Bespin, and secondary characters like Governor Tarkin. All those subtle points add a more defined structure to the story, and helps one appreciate much more the intricacy of the universe created by George Lucas.","
            9/10
            "
"PCC0921","13 June 2022","Before the release of Star Wars (1977], in the theaters, it still had to go through the same steps as any other movie. It too was considered a one shot deal, just like any other movie. It too, like every other film, had to pass the big test at the box office first, before anything else could happen. As everyone knows, this George Lucas directed film, was a huge box office smash, becoming the highest grossing movie of all time. It still held the record in 1980, thus giving the green-light for Lucas to develop a trilogy of films. What makes Empire Strikes Back (1980), so good, is the fact that, the film is one of those bridge-films. It bridges the gap from the first film to the third film. Some number two films in a trilogy, are susceptible to taxing pacing, caused by the need to be a set-up for the big finale in the third film. If done correctly, the film can be a successful bridge-film, while still completing its goal of being an exciting entry in the trilogy. This film accomplishes the goal of being an exciting adventure, full of maturing characters and it comes with a more darker side to it. It also successfully bridges the gap to the third film, Return of the Jedi (1983). It creates major implications for the main cast of characters. It is a cliff-hanger of a story.George Lucas stepped aside as the director for this film, for director Irvin Kershner. Kershner creates a slick, exciting, action-packed adventure, full of dazzle, flare and artistry. It has one of the most incredible soundtracks ever, thanks to legendary composer John Williams. It is pure pleasure watching this film. It is the stuff of legends now. It is still hailed as being the best Star Wars movie ever. The film starts with the main cast together, but splits them up into two stories, that carries the film to the end, eventually bringing them together again, but with a price. The first sub-plot involves Luke (Mark Hamill), meeting the Muppet-like, Jedi master, Yoda (Frank Oz), who begins training Luke to be a Jedi. The other sub-plot involves Han Solo (Harrison Ford), Princess Leia (Carrie Fisher), Chewbacca (Peter Mayhew) and C-3PO (Anthony Daniels), being chased by Darth Vader (Peter Mayhew/James Earl Jones) and enlisting the aid of Lando Calrissian (Billy Dee Williams), the leader of Cloud City. The stage is set for one of the biggest cliff-hangers in film history.9.3 (A Mygrade) = 9 IMDB.","
            9/10
            "
"fmarkland32","30 April 2020","Luke, Han and Leia find themselves waging war against the Empire, along the way they meet the Emperor, Lando, Yoda and find out Luke's hereditary tie to a certain Darth Vader. Again as I said in my review for a New Hope, film criticism from me is practically irrelevant since I love the original 3 movies. The Empire Strikes Back is still one of the most shocking film experiences of my life, mainly in how it ended, in which the good guys lost, Darth Vader was Luke's father and it ended on such a somber note. It also led to extreme debate as to where they would go from here and many kids at the lunch table wondered how this twist came to be. I still stand by A New Hope being my personal favorite, but this is a better overall film, the snow walkers in particular are still breathtaking and Cloud City while not as spectacular in 1980, still holds up really well. At the time this was out of this world and I left the theater crushed at the film's finale, but eagerly anticipating Star Wars 3.**** Out Of 4-(Excellent)","
            10/10
            "
"deepfrieddodo","24 April 2023","Arguably the best film from the original trilogy (and entire Star Wars saga), The Empire Strikes Back strikes a more mature tone than it's predecessor; still fantastical and exploring a labyrinth of imagination that you could get lost in, but delving deeper into the mysticism of the force and division between good and evil.Some of the most famous quotes and scenes in cinema history are found within these two hours, influential and replicated or parodied countless times. It's difficult to find someone not aware of the film's 'twist', even if they haven't seen the film, and that cultural impact shows what a behemoth this film is. The storytelling takes an almighty step forward with these plot points, keeping the story engrossing and well paced.Empire sees the introduction of some of the most recognisable characters in media; fan favourites who's mannerisms and qualities endure beyond the film. Without losing any of the core characters from A New Hope, these new characters are integrated well, having meaningful contributions to the story and wider context, without overwhelming screentime.Relationships develop tenfold, creating more chemistry between all the characters, new and old. Whilst more apparent arcs of friendship, romance, and betrayal flourish, smaller interactions between less noticeable relationships show the evolution off screen - such as Chewbacca and C3PO. Leia in particular is given the opportunity to stamp her personality in the film, even more so than previously - an excellent character leading the way instead of falling into the royal category of damsel in distress.Once again, the settings as magnificent, none more so than the original locations in the likes of Hoth and Dagobah. Cloud CIty benefits from Lucas' later edits, but these built sets create such an atmosphere. These are supported by the costuming, props and puppetry, which are as iconic as the heroes utilising them.The soundtrack is still excellent and transitions the story between scenes so well. Overall, the whole film is a little more seamless, and it is the perfect film building upon an unbeatable foundation.","
            10/10
            "
"neil-476","14 February 2011","I never really cared for the sequences with the Falcon parked on the asteroid (and all the faffing about with the faulty hyperspace drive stopped being funny fairly early on), nor with much of the Dagobah stuff.In fact, although I love all of the Star Wars films, this is probably my least favourite of the original trilogy. But I like the fact that it starts with the established characters even more established - the relationships from the first movie are now solidly in place (although Han and Luke jockeying for position over Leia becomes slightly uneasy in view of what is now the pre-knowledge that they are siblings).The Hoth sequence is great (and it has my late friend Michael in it), and the carbonite chamber and fight between Luke and Vader are fabulous, notwithstanding the bunny teeth which Luke develops when Darth Vader delivers the message which, of course, will no longer be such a knockout punch to audiences who have seen episodes 1 to 4 before this one.","
            10/10
            "
"cosmorados","26 January 2008","And I've seen some great films. However, within this one it's the culmination of both fortuitous events and the craft and skill of everyone involved that makes this the best film of all time.If you start with the script, because many people leave this detail out, you realise how well crafted the dialogue is. This is no accident and arguably the key to this success was the work by Leigh Brackett, the woman that was also partly responsible for the script to the Bogey classic ""The Big Sleep"". I've often said that it you place Han and Leia's script in empire and compare the sparkling repartee between them and Marlow and Rutledge you could almost switch them between films (Those are harsh words to throw at a man, especially when he's walking out of your bedroom and sorry sweetheart, I haven't time for anything else, in particular).Then of course the luck factor kicks in. Bad luck at first with Mark Hamill's terrible bike accident which had to be explained with the wampa attack, which in turn leads to the scene where we see how Luke's powers are first coming along. Then arguably the best piece of lateral thinking. The obvious jedi master would be 6 feet tall and virtually indestructible, and rather than do that, they make Yoda anything but, they went the other way and created one of cinema's best realised fake characters. In Empire, Yoda is masterfully done and every scene with him is like a moment with a treasured Grandparent whose wisdom is strange but unquestionable. This is Yoda's film and is fantastic for it.The John williams score in this one is breathtaking, key moments, include the lifting of the X-wing and the confrontation between Lando and vader, so subtle, but so perfect.Finally the effects, the light sabre duel is arguably the best one ever put on film, as Luke's quick but not perfect yet, going up against a Jedi Warrior whose powers are second to only 2 others in the galaxy. Awesome, and as for the revelation, I thought he was lying when I was 10 years old, it is almost too unbelievable, but believable it is.First three aren't a patch and this one is George's masterpiece.10/10 Mikey B","
            10/10
            "
"mikayakatnt","20 February 2020","My hands-down favorite of the original Star Wars trilogy. The dark side has started seeking their revenge after the destruction of the Death Star and Luke trains to become the Jedi master that his father once was.Enjoyed the higher budget compared to the first Star Wars movie and how the Empire actually wins a few battles this time. Makes the whole ""galactic war"" seem more real.5/5. I'm sure the other fanboys have more extensive movie reviews for those who are interested.","
            10/10
            "
"WalterFrith","23 January 2005","George Lucas' 'Star Wars' trilogy is the greatest fantasy story in all of film history. Yes, even better than the 'Lord of the Rings' trilogy. 'Lord of the Rings' is fine work but the characters aren't as well developed as in 'Star Wars' and they are too long. Also, each 'Star Wars' film stands out better than each 'Lord of the Rings' film. Three chapters in 'Lord of the Rings' is one big movie while 'Star Wars' is a space western, 'The Empire Strikes Back' is a dark, attractive and Gothic work of art and 'Return of the Jedi' is like a Disney film. Each has their own personality. As far as trilogies go altogether, 'The Godfather' films will always be the greatest in movie history'.I love 'The Empire Strikes Back' but I can't go along with the assertion that it is better than 'Star Wars'. I was one of those people that saw 'Star Wars' every weekend for a year when I was 11 and 12 years when a child's admission was only 50 cents to a dollar. There was such a magnificent freshness to 'Star Wars' that audiences couldn't get enough and when adjusted for inflation, 'Star Wars' is the second biggest box office film is history, second only to 1939's 'Gone with the Wind'. Meaning that these two films sold the most tickets in motion picture history.'Star Wars' even created the entire concept of the modern day blockbuster and influenced hundreds of films after it, is the biggest movie in the history of popular culture and created a new religion. A recent poll in Britain asked people to identify their religion and a substantial portion of them wrote in ""Jedi Knight"".'The Empire Strikes Back' does advance the story line forward greatly, has a convincing and blossoming love story between Han Solo and Pricess Leia and gives us the showdown we want. It also introduces us to the legendary Yoda and a new key player in Lando Calrissian and has some breath taking special effects. But 'The Empire Strikes Back' owes its success to 'Star Wars' but has to be given credit for the fact that it teaches people, especially the young, that the good guys don't always win and that the fight for what's right sometimes seems impossible.","
            10/10
            "
"Robert_duder","16 February 2009","After the success of Star Wars I think I might have expected a slip if they took it to a sequel but apparently George Lucas' love for this world trumped film making curses for bad sequels. The Empire Strikes Back brings back the incredible original heroes, gives them even more depth and story and still finds time to bring in new timeless characters that become legends in their own right. Even with a new director at the helm, Irvin Kershner, the story and the world that made the first Star Wars so incredible is in tact and even better. The only problem really with the first Star Wars is it felt like only the beginning. Like there were layers of detail that we didn't get and The Empire Strikes Back burst into those layers and put us deep into the world and the story never to turn back. On top of that the film delivers the first and most infamous twist in film history...family connections so to speak. I won't give it away if you have existed under a rock for the last three decades. The fights are epic, the new characters are amazing, and even Hamill as Skywalker starts to really shine and get some real depth to his character.I already reviewed the cast of the original film but their characters really do change a lot for the better in the sequel. Mark Hamill's performance matures and really comes full circle just like his character in the film. His naivety and boyish charm changes for the better as he trains to become a Jedi and an adult. Harrison Ford's Han Solo is probably the character that changes the least and probably just a case of ""don't mess with a good thing."" Solo is still a kick butt hero and his story is a focal point of the sequel. Carrie Fisher slips back into her role as the feisty Princess flawlessly. This time the banter and romantic tension between Fisher and Ford heats up and really gives the story a timeless romance. Anthony Daniels, Kenny Baker, and Peter Mayhew return in full form as C3P0, R2D2 and Chewbacca and they are better than ever. David Prowse with James Earl Jones providing the voice continues to make Darth Vader the most evil, intensely bad villain in the history of films. Vader's character really turns up the heat and gives a terrifying turn as the leader of the Empire. Billy Dee Williams is a newcomer to the cast and a welcome addition. He plays gambler, scoundrel Lando Calrissian. He doesn't get a lot of background or depth to his character and yet he is a great addition to the cast. And saving the best for last...the master of the Star Wars Universe. Frank Oz brings Master Yoda to life. The entire sequence with Luke and Yoda meeting for the first time and training is brilliant. Yoda is a timeless character, a pop culture phenomenon and yet his part in this is touching, funny, and brilliant. Pretty good for a puppet.The Empire Strikes Back is just simply non stop. The film picks up where the first left off and takes the viewer on a thrill ride that just never stops. This is ultimately all about the evil Empire and Vader getting his revenge and essentially succeeding. Starting from the opening moment of the film on the brilliantly crafted ice world of Hoth, and continuing on to a show down between Skywalker and Vader himself and the revealing of the infamous secret this film is just brilliant. The direction, the creation, the writing, the characters and the special effects are jaw droppingly amazing. There is simply no way you can watch just one Star Wars movie because the story is so important but after watching the first one and thinking...wow this is pretty incredible, The Empire Strikes Back will floor you!! One of the greatest sequels of all time. 10/10","
            7/10
            "
"bhernandez2216","19 November 2019","""Star Wars: The Empire Strikes Back"" is an incredible sequel of all time, it had epic moments, perfect lightsaber duel, shocking twist and every that Star Wars delivers.","
            10/10
            "
"claszdsburrogato","28 October 2023","Perhaps this is the favorite film in the franchise for most audiences and that makes perfect sense. The film is a spectacle. From start to finish, its rhythm is wonderful and it becomes more and more fun. Every moment is epic and memorable. The soundtrack is very well used and the sound effects are as striking as the soundtrack. The characters are incredible, from new ones to those already introduced in the last film. The plot twist is perfect and has gone down in cinema history. This film was not directed by George Lucas, which makes it much better. The visual effects are beautiful and are still impressive today, even if some scenes haven't aged so well. This film is very fun and the action is wonderful, a film that I would recommend to everyone who loves science fiction.","
            10/10
            "
"melichac","5 June 2022","A very well deserved ten to the famous I AM YOUR FATHER. Just loved this one, the action, Han and Leia, Luke's training with yoda... all I can tell is try or try not cause there is no try HAHA, absolute art, 10/10.","
            10/10
            "
"Coxer99","24 August 1999","Outstanding follow up to the original ""Star Wars,""with Luke Skywalker learning the ways of a Jedi Knight, while Darth Vader awaits a battle with Luke as he sets up Han Solo and Princess Leia. Amazing in the technical department once again. Unmatched. Unforgettable.","
            10/10
            "
"Cirene404","1 June 2019","Positives:
Directing and cinematographyMain castStoryDarker toneActionMusical scoreNegatives:
Not much","
            10/10
            "
"DanB-4","14 April 2006","It took many years and many viewings before I could say that I liked this film better than A New Hope. But careful examination tells all - by every conceivable measure this is a better picture. The characters are more fully developed, Vader is even more evil, the score gives us the chilling Vader theme and the story is more interesting. Now that the six films are complete, The Empire Strikes Back is even more compelling and interesting than it was before we knew its Big Secret.All great heroes are flawed, and Luke Skywalker is no exception. Empire reveals to us in full that the inner battle he will have to fight is worse than any enemy he will face. As we meet for the first time Yoda, the wise Jedi master (we find out in Sith why he is on this jungle planet), we learn what a Jedi is, what his responsibility is and just how difficult that life will be. Luke, however, wants immediate gratification - he wants to help and wants revenge.The film cuts back and forth between Han Solo and Leia's pursuit by Vader and Luke's training and ultimately leads to the greatest scene of the six films, the epic light saber battle between Luke and Vader. And, if you are one of the 12 people on the planet who do not know the outcome, the less said the better.Empire rightly holds a place in the IMDb top 10, combining Action-Adventure, space opera and even the best elements of a super-hero film, into an infinitely watchable, entertaining movie. **** out of ****.","
            10/10
            "
"drqshadow-reviews","5 December 2012","Top of the line for a majority of Star Wars geeks, and for good reason. It's the ideal melting pot of George Lucas's vast, quirky imagination, his influences' knack for dark, large-scale epics, and his key contributors' determined efforts to retain a central humanism amidst all the creatures, effects and operatic indulgences. A wildly ambitious picture, it's genuinely amazing just how much territory is covered over the course of two hours. Lucas and company manage to leap from the Hoth battle to Yoda on Dagobah, the asteroid field to Lando and Cloud City, before finally climaxing with the classic Luke / Vader showdown and revelation. That's an awful lot of set pieces, not to mention some seriously powerful plot points, but smooth talking and a few outstanding performances keep the film from feeling over-stuffed or under-explored. The cast, too, grows on an individual basis almost universally, with Luke wrapping himself in the wisdom of the Jedi, Han and Leia developing genuine chemistry and Darth Vader, in a surprise twist that should never have been so effective, actually showing some signs of humanity. Although it can be hammy from time to time, those moments are balanced expertly by a wonderful series of mountains and valleys, to the point that they stop being seen as negatives and instead contribute to the picture's eccentricity. A legendary effort that's just as monumental, entrancing and electric thirty years later, it's damn near perfect.","
            10/10
            "
"MissSimonetta","7 August 2014","Why is The Empire Strikes Back (1980) such a beloved movie? Star Wars (1977) is more fun, but Empire marks the point where the story gained more emotional depth and the matinée serial black-and-white morality of the original becomes less defined.Howard Hawks once said a great movie has a few great scenes and no bad ones. If that is the case, then Empire is without doubt a great film, as one cannot find a bad scene in the bunch. As for great scenes, just take your pick: the battle on Hoth, Luke's training in Dagobah, the X-wing rising from the swampy muck, Lando's reluctant betrayal, Han and Leia's poignant farewell in the carbon chamber.Undoubtedly, the most iconic moment in this film is the climactic confrontation between Luke and Darth Vader, when our hero discovers his much-idealized father is a fallen Jedi who has lost much of his conscience and humanity. Though Luke's reaction to this reveal is often mocked and even I cannot help but chuckle sometimes, I think it's entirely appropriate. Hamill's big ""noooo"" is not forced or phony; the way his face contorts and his voice cracks makes it feel raw and heartbreaking.This is one of few films that gets better every time you watch it. It also makes me keenly aware how the series declined in quality afterward (Return of the Jedi is okay, but it feels a bit too derivative of the first and a bit too juvenile for an epic conclusion). Out of all the SW films, this one is the closest to perfection.","
            7/10
            "
"ryan_kuhn","14 February 2005","Generally regarded as the best of the 5 Star Wars movies(so far, the sixth and final one comes out in May 2005), The Empire Strikes Back is everything Star Wars wasn't. Back in 1977, George Lucas brought us the first story from a long long time ago in a galaxy far far away, Star Wars (Now known as ""A New Hope""), and it was a bright, cheerful Saturday afternoon serial with some great special effects. Three years later, George Lucas' story about Luke Skywalker, Princess Leia, and Han Solo took a decidedly darker tone in The Empire Strikes Back. None of the good guys win in this second chapter of the 3 film saga that makes up the Original Star Wars Trilogy, the film acts as a dark bridge from the light, fun action of A New Hope to the concluding Return of the Jedi. Even the last scene of this film reeks of ""To Be Continued,"" without actually saying it. The rebel forces, after blowing up the Death Star, are forced to hide out on a the ice planet Hoth. Darth Vader tracks them down, and our heroes are forced to flee. Han and Leia go one way, Luke has to find the Jedi Master Yoda on his secluded swamp planet (voice of Frank Oz). Yoda may be the most lifelike character in ""Empire,"" and that's a pretty good compliment to a Muppet. We see Luke fail to master his Jedi powers, and we see him leave in haste to try to save Han and Leia who walk into a trap while visiting Han's old card playing friend, Lando Carisian (Billy Dee Williams). How Luke tries to save his friends is unimportant, as the single most shocking movie revelation comes during the final duel of the movie between Luke and Darth Vader. Unsuspecting movie goers have been blindsided by this scene for decades now. The tone, set by director Irvin Kershner, is darker and more serious, lends an adult feel to what is basically a kid's movie. The special effects are again top-notch, especially in the beautiful Cloud City and the fantastic looking asteroid field chase. Who knew in 1980 George Lucas had reached the pinnacle of his Star Wars franchise with a movie starring a green little troll voiced by the same guy who voices Miss Piggy?","
            7/10
            "
"arthurclay","8 June 2005","And damn if it didn't deliver the goods and a helluvalot more. It is so dark in theme it almost enters horror flick territory and that is brilliance in and of itself to go from one extreme to the other so fluidly and poetically. It worked in a way that The Temple of Doom just didn't with moviegoers. I suppose that was due in part to the cool suspenseful plot developments, particularly Yoda, Han and Leia's budding romance, but largely due to the Earth-shattering ""the world is not flat it's round"" surprise ending. I would bet when George Lucas wrote that scene down on paper he must have been either laughing maniacally and saying ""Nobody could ever have seen that coming in two billion light years!"" or crying with joy all the while with the one idea that ""This will be so golden that it will be remembered til the end of time and even after that."" As Hamill said so eloquently, ""In the Empire Strikes Back, everyone has problems. Luke has problems, Leia has problems, they turned Han into a coffee table!"" I must also include Silent Bob's quote ""She says 'I love you.' and like a pimp he says 'I know'."" It was the equivalent of dropping burning napalm on the audience. They must have been more stunned than people leaving the theaters after seeing the Exorcist for the first time. It was pure 100% movie magic and worthy of the original in every aspect.","
            10/10
            "
"suvechhabose","19 September 2019","It will forever stay classic.
Generation after generation,it will.","
            10/10
            "
"Spondonman","1 June 2014","Back in 1977 I really enjoyed the first film in the franchise, but the hype was so enormous when this came out I decided to avoid it for a bit. I finally caught up with it in 1997 by which time Time had sadly caught up with it too and wreaked its usual damage. Then it was a case of Roll Over Harryhausen, tell Jim Henson the news.Story has imaginative intergalactic politics and battles amidst a plethora of gormless soap and stereotypes. To a kid it would be marvellous stuff to watch and as an adult to revel in through rose-tinted glasses, but coming at it as an adult I see it through the Empire's, sorry, Emperor's New Clothes and in the Altogether. It's relentlessly inventive but not in my top 1000 films of all time. Favourite bits: Luke yakking to Kermit about the Force; the flying city where expense or common sense is no object; the love affair between the Princess and the Scoundrel; the remarkably obvious pay-off, hyped at the time as something groundbreaking.The first cut is nearly always the deepest - long live the brash first film, this sequel is entertaining and nonsensical, an eminent time-passer. The first was a monument to Luck, the second a monument to Hype; I love fantasy movies of all eras and genres but mainly those not surrounded by heaps of hype swallowed by millions of people, it's a real barrier to my complete enjoyment of anything. This is a watchable movie but only a must-watch movie to see for what digital cgi cartoonery has done to the movies, and to us. Modern cgi is usually cold and soulless but usually not jerky and laughable, cgi has spoilt us all and there's no going back. However, now to watch Jason & The Argonauts and curse Roger Rabbit.","
            10/10
            "
"Marx_Bros_Fan86","21 February 2007","Since its release The Empire Strikes Back has gained a lot of popularity, and it is now widely considered to be the best of the series. Initially many people were disappointed with its cliffhanger ending. I know I wouldn't want to wait three years for the answer to the ""big question"" that was surely on everyone's minds! Anyway, I think Empire has become widely respected for its maturity in comparison to the other Star Wars movies. It's much more dramatic than A New Hope, and it doesn't have the cutesy aspects of Return of the Jedi. Until Revenge of the Sith, Empire was the darkest Star Wars movie. Empire clearly beats it in the execution department though. All of the characters are put into the worst situations imaginable and have to fight their way out.I think Empire's greatest strength is the character development of Luke, Han, and Leia. Luke faces his greatest fear (confronting Vader) and a romance blooms between Han and Leia. While the script and the performances are not Oscar worthy I do think this Star Wars movie has the best performances in the series. I believe this is largely due to Irvin Kirshner taking over the director's helm for Lucas. Lucas is notorious for not being very good with actors; his trademark instructions are ""do it faster and more intense."" Kirshner and Producer Gary Kurtz made sure a lot of care went into the character moments. Personally I don't think Lucas would have done that. Another aspect I like is the fact that the character development is very well balanced, so it doesn't feel like any of the principle characters are just tag-alongs, like in ROTJ. Darth Vader becomes the ultimate bad ass here in his hunt for Luke. My favorite Vader line: ""The Force is with you young Skywalker... but you are not a Jedi yet."" The lightsaber duel is my favorite of the series as well. There was something evil about the Carbon Freezing Chamber, perhaps it was that red glow.Empire brought us to some of the best locations in the series, such as the swamp planet Dagobah, the ice planet Hoth, and Cloud City. This happens to be the only Star Wars movie that doesn't have Tattooine. The snow speeder battle contains some excellent stop motion animation which holds up very well today. It certainly was unusual to put the major dogfight scene in the beginning of the movie rather than at the end, but I don't think many people complained.We are also introduced to new characters like Lando Calrissian (Billy Dee Williams), Boba Fett (Jeremy Bulloch), and Yoda. Frank Oz's performance is nothing short of amazing. He deserves a great deal of credit for turning a rubber puppet into a living, breathing person. Like Lucas said, if that puppet hadn't worked the whole movie would have been lost. One valid criticism of Empire is that the action really just stops once Luke lands on Dagobah. I can't say I was ever bored by Empire's middle act. I found Luke's Jedi training and Han and Leia's moments to be thoroughly entertaining. However, I can perfectly understand why a casual moviegoer would be bored by this act. Either way, EBS is still a must see for any film buff.","
            10/10
            "
